question_id,subgraph_type,template_id,template_structure
24014,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
10268,,2,
19287,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
29342,center,1.1,E REF ?F
28221,center,1.1,E REF ?F
2630,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
11453,,3,
19738,simple question right,1,<S P ?O ; ?O instanceOf Type>
13438,right-subgraph,1,E REF ?F . ?F RFG G
11688,,3,
14720,left-subgraph,5,C RCD xD . xD RDE ?E
16888,right-subgraph,2,E REF xF . xF RFG ?G
8978,statement_property,statement_property_2,(E pred F) prop ?value
26323,center,1.1,E REF ?F
1462,statement_property,Count_1,Count Obj (ent-pred-obj)
26579,center,1.1,E REF ?F
13063,right-subgraph,1,E REF ?F . ?F RFG G
22105,simple question right,1,<S P ?O ; ?O instanceOf Type>
28408,center,1.1,E REF ?F
27854,center,1.1,E REF ?F
1582,statement_property,Count_1,Count Obj (ent-pred-obj)
16919,right-subgraph,2,E REF xF . xF RFG ?G
25447,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
13904,right-subgraph,1,E REF ?F . ?F RFG G
15817,left-subgraph,5,C RCD xD . xD RDE ?E
21581,simple question right,1,<S P ?O ; ?O instanceOf Type>
12061,right-subgraph,1,E REF ?F . ?F RFG G
29821,simple question left,2,<?S P O ; ?S InstanceOf Type>
11802,right-subgraph,1,E REF ?F . ?F RFG G
3850,statement_property,statement_property_1,(E pred ?Obj ) prop value
17939,right-subgraph,2,E REF xF . xF RFG ?G
18476,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
18332,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
18185,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
25541,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
29873,simple question left,2,<?S P O ; ?S InstanceOf Type>
26885,center,1.2,?D RDE E
20212,simple question left,2,<?S P O ; ?S InstanceOf Type>
21822,simple question left,2,<?S P O ; ?S InstanceOf Type>
17298,right-subgraph,2,E REF xF . xF RFG ?G
11999,right-subgraph,1,E REF ?F . ?F RFG G
2329,statement_property,Count_2,Count ent (ent-pred-obj)
16518,right-subgraph,2,E REF xF . xF RFG ?G
1340,statement_property,Count_1,Count Obj (ent-pred-obj)
29763,simple question right,1,<S P ?O ; ?O instanceOf Type>
11140,,3,
7522,statement_property,statement_property_1,(E pred ?Obj ) prop value
19501,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
12870,right-subgraph,1,E REF ?F . ?F RFG G
18100,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14456,left-subgraph,5,C RCD xD . xD RDE ?E
17268,right-subgraph,2,E REF xF . xF RFG ?G
1004,statement_property,Count_1,Count Obj (ent-pred-obj)
21584,simple question right,1,<S P ?O ; ?O instanceOf Type>
8171,statement_property,statement_property_2,(E pred F) prop ?value
6557,statement_property,statement_property_2,(E pred F) prop ?value
15161,right-subgraph,2,E REF xF . xF RFG ?G
15314,left-subgraph,5,C RCD xD . xD RDE ?E
28635,center,1.1,E REF ?F
26705,center,1.1,E REF ?F
14071,right-subgraph,1,E REF ?F . ?F RFG G
16997,right-subgraph,2,E REF xF . xF RFG ?G
6332,statement_property,statement_property_2,(E pred F) prop ?value
15561,left-subgraph,5,C RCD xD . xD RDE ?E
2850,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
9656,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
8386,statement_property,statement_property_2,(E pred F) prop ?value
5959,statement_property,statement_property_1,(E pred ?Obj ) prop value
23348,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
28957,center,1.1,E REF ?F
21686,simple question left,2,<?S P O ; ?S InstanceOf Type>
28860,center,1.1,E REF ?F
9984,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
15921,left-subgraph,5,C RCD xD . xD RDE ?E
20956,simple question left,2,<?S P O ; ?S InstanceOf Type>
4520,statement_property,statement_property_2,(E pred F) prop ?value
23640,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
26995,center,1.1,E REF ?F
2876,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
22952,simple question right,1,<S P ?O ; ?O instanceOf Type>
26218,center,1.1,E REF ?F
24953,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
30130,simple question left,2,<?S P O ; ?S InstanceOf Type>
10367,,2,
19011,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
13976,right-subgraph,1,E REF ?F . ?F RFG G
10636,,2,
29916,simple question right,1,<S P ?O ; ?O instanceOf Type>
22980,simple question left,2,<?S P O ; ?S InstanceOf Type>
27519,center,1.2,?D RDE E
28110,center,1.1,E REF ?F
18245,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
15798,left-subgraph,5,C RCD xD . xD RDE ?E
10904,,2,
13554,right-subgraph,1,E REF ?F . ?F RFG G
23899,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
14307,left-subgraph,5,C RCD xD . xD RDE ?E
1101,statement_property,Count_1,Count Obj (ent-pred-obj)
23870,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
3502,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
7463,statement_property,statement_property_1,(E pred ?Obj ) prop value
17138,left-subgraph,5,C RCD xD . xD RDE ?E
9952,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
3867,statement_property,statement_property_1,(E pred ?Obj ) prop value
9722,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
16673,left-subgraph,5,C RCD xD . xD RDE ?E
26662,center,1.1,E REF ?F
27185,center,1.1,E REF ?F
3408,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
27076,center,1.1,E REF ?F
697,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
22374,simple question left,2,<?S P O ; ?S InstanceOf Type>
24027,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
7977,statement_property,statement_property_2,(E pred F) prop ?value
15410,right-subgraph,2,E REF xF . xF RFG ?G
12547,right-subgraph,1,E REF ?F . ?F RFG G
21916,simple question right,1,<S P ?O ; ?O instanceOf Type>
9103,statement_property,statement_property_2,(E pred F) prop ?value
8329,statement_property,statement_property_2,(E pred F) prop ?value
21602,simple question left,2,<?S P O ; ?S InstanceOf Type>
25291,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
7031,statement_property,statement_property_1,(E pred ?Obj ) prop value
3438,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
11091,,3,
9354,statement_property,statement_property_2,(E pred F) prop ?value
20285,simple question left,2,<?S P O ; ?S InstanceOf Type>
601,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
15029,right-subgraph,2,E REF xF . xF RFG ?G
17365,left-subgraph,5,C RCD xD . xD RDE ?E
6948,statement_property,statement_property_2,(E pred F) prop ?value
23857,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24996,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
22272,simple question right,1,<S P ?O ; ?O instanceOf Type>
9322,statement_property,statement_property_2,(E pred F) prop ?value
19309,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4607,statement_property,statement_property_2,(E pred F) prop ?value
18429,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
16359,right-subgraph,2,E REF xF . xF RFG ?G
11727,,3,
17910,left-subgraph,5,C RCD xD . xD RDE ?E
26058,center,1.1,E REF ?F
5355,statement_property,statement_property_2,(E pred F) prop ?value
3974,statement_property,statement_property_2,(E pred F) prop ?value
19524,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6408,statement_property,statement_property_2,(E pred F) prop ?value
2614,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
6699,statement_property,statement_property_2,(E pred F) prop ?value
15155,left-subgraph,5,C RCD xD . xD RDE ?E
29865,simple question left,2,<?S P O ; ?S InstanceOf Type>
8661,statement_property,statement_property_2,(E pred F) prop ?value
16109,right-subgraph,2,E REF xF . xF RFG ?G
9560,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
24859,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
14857,left-subgraph,5,C RCD xD . xD RDE ?E
1384,statement_property,Count_1,Count Obj (ent-pred-obj)
13472,right-subgraph,1,E REF ?F . ?F RFG G
6245,statement_property,statement_property_2,(E pred F) prop ?value
2218,statement_property,Count_2,Count ent (ent-pred-obj)
19711,simple question right,1,<S P ?O ; ?O instanceOf Type>
14653,right-subgraph,2,E REF xF . xF RFG ?G
25763,center,1.1,E REF ?F
26948,center,1.1,E REF ?F
18916,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
13822,right-subgraph,1,E REF ?F . ?F RFG G
3116,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
19909,simple question left,2,<?S P O ; ?S InstanceOf Type>
16130,left-subgraph,5,C RCD xD . xD RDE ?E
6956,statement_property,statement_property_2,(E pred F) prop ?value
3668,statement_property,statement_property_2,(E pred F) prop ?value
29636,center,1.1,E REF ?F
25598,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
6778,statement_property,statement_property_2,(E pred F) prop ?value
16367,right-subgraph,2,E REF xF . xF RFG ?G
11031,,3,
22129,simple question left,2,<?S P O ; ?S InstanceOf Type>
2656,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
26493,center,1.1,E REF ?F
18184,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
16104,right-subgraph,2,E REF xF . xF RFG ?G
23706,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
27626,center,1.1,E REF ?F
5727,statement_property,statement_property_1,(E pred ?Obj ) prop value
15058,left-subgraph,5,C RCD xD . xD RDE ?E
8983,statement_property,statement_property_1,(E pred ?Obj ) prop value
26697,center,1.1,E REF ?F
24783,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
6597,statement_property,statement_property_2,(E pred F) prop ?value
10762,,2,
21818,simple question left,2,<?S P O ; ?S InstanceOf Type>
22340,simple question left,2,<?S P O ; ?S InstanceOf Type>
20092,simple question right,1,<S P ?O ; ?O instanceOf Type>
11574,,3,
11916,right-subgraph,1,E REF ?F . ?F RFG G
22043,simple question left,2,<?S P O ; ?S InstanceOf Type>
11996,right-subgraph,1,E REF ?F . ?F RFG G
7846,statement_property,statement_property_1,(E pred ?Obj ) prop value
28355,center,1.1,E REF ?F
14894,left-subgraph,5,C RCD xD . xD RDE ?E
457,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
14604,right-subgraph,2,E REF xF . xF RFG ?G
4732,statement_property,statement_property_2,(E pred F) prop ?value
12212,right-subgraph,1,E REF ?F . ?F RFG G
18782,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
27973,center,1.1,E REF ?F
20365,simple question right,1,<S P ?O ; ?O instanceOf Type>
18401,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
21319,simple question left,2,<?S P O ; ?S InstanceOf Type>
10095,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
25155,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
10642,,2,
6611,statement_property,statement_property_1,(E pred ?Obj ) prop value
7417,statement_property,statement_property_1,(E pred ?Obj ) prop value
29181,center,1.2,?D RDE E
24026,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
4883,statement_property,statement_property_2,(E pred F) prop ?value
23350,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
10170,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
19181,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28178,center,1.1,E REF ?F
19226,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11684,,3,
28260,center,1.2,?D RDE E
25852,center,1.1,E REF ?F
15176,left-subgraph,5,C RCD xD . xD RDE ?E
10117,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
26582,center,1.1,E REF ?F
1097,statement_property,Count_1,Count Obj (ent-pred-obj)
17276,right-subgraph,2,E REF xF . xF RFG ?G
26821,center,1.1,E REF ?F
19090,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14783,left-subgraph,5,C RCD xD . xD RDE ?E
28245,center,1.1,E REF ?F
14725,right-subgraph,2,E REF xF . xF RFG ?G
23871,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
22295,simple question left,2,<?S P O ; ?S InstanceOf Type>
6077,statement_property,statement_property_1,(E pred ?Obj ) prop value
17508,left-subgraph,5,C RCD xD . xD RDE ?E
10461,,2,
14576,right-subgraph,2,E REF xF . xF RFG ?G
17555,left-subgraph,5,C RCD xD . xD RDE ?E
23939,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
1560,statement_property,Count_1,Count Obj (ent-pred-obj)
23145,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
28243,center,1.1,E REF ?F
13896,right-subgraph,1,E REF ?F . ?F RFG G
4255,statement_property,statement_property_2,(E pred F) prop ?value
6340,statement_property,statement_property_2,(E pred F) prop ?value
28631,center,1.2,?D RDE E
20133,simple question left,2,<?S P O ; ?S InstanceOf Type>
28685,center,1.1,E REF ?F
11360,,3,
8405,statement_property,statement_property_2,(E pred F) prop ?value
16011,right-subgraph,2,E REF xF . xF RFG ?G
10147,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
6576,statement_property,statement_property_1,(E pred ?Obj ) prop value
19650,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
19217,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
20083,simple question left,2,<?S P O ; ?S InstanceOf Type>
7962,statement_property,statement_property_2,(E pred F) prop ?value
30210,simple question left,2,<?S P O ; ?S InstanceOf Type>
16495,right-subgraph,2,E REF xF . xF RFG ?G
21265,simple question right,1,<S P ?O ; ?O instanceOf Type>
10877,,2,
9932,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
6566,statement_property,statement_property_1,(E pred ?Obj ) prop value
6510,statement_property,statement_property_1,(E pred ?Obj ) prop value
26335,center,1.1,E REF ?F
21112,simple question right,1,<S P ?O ; ?O instanceOf Type>
7061,statement_property,statement_property_1,(E pred ?Obj ) prop value
25986,center,1.1,E REF ?F
22803,simple question left,2,<?S P O ; ?S InstanceOf Type>
29976,simple question right,1,<S P ?O ; ?O instanceOf Type>
28940,center,1.1,E REF ?F
21409,simple question right,1,<S P ?O ; ?O instanceOf Type>
23191,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
21450,simple question right,1,<S P ?O ; ?O instanceOf Type>
13468,right-subgraph,1,E REF ?F . ?F RFG G
14558,right-subgraph,2,E REF xF . xF RFG ?G
2948,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
683,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
7064,statement_property,statement_property_2,(E pred F) prop ?value
27851,center,1.1,E REF ?F
6317,statement_property,statement_property_2,(E pred F) prop ?value
8793,statement_property,statement_property_2,(E pred F) prop ?value
24090,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
839,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
8609,statement_property,statement_property_1,(E pred ?Obj ) prop value
14050,right-subgraph,1,E REF ?F . ?F RFG G
8813,statement_property,statement_property_2,(E pred F) prop ?value
11676,,3,
19411,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
8734,statement_property,statement_property_1,(E pred ?Obj ) prop value
9308,statement_property,statement_property_2,(E pred F) prop ?value
20080,simple question left,2,<?S P O ; ?S InstanceOf Type>
